Region;Comuna;Codigo comuna;Fecha;Clave;Casos Diarios;Casos Acumulados;Muertes;Casos Activos;Recuperados;Recuperados Diarios;Día;Fallecidos Diarios
Valparaiso;Algarrobo;5602;43930;560243930;0;10;1;7;2;2;15;0
Valparaiso;Algarrobo;5602;43931;560243931;0;10;1;7;2;0;16;0
Valparaiso;Algarrobo;5602;43932;560243932;0;10;1;2;7;5;17;0
Valparaiso;Algarrobo;5602;43933;560243933;0;10;1;2;7;0;18;0
Valparaiso;Algarrobo;5602;43934;560243934;0;10;1;0;9;2;19;0
Valparaiso;Algarrobo;5602;43935;560243935;0;10;1;0;9;0;20;0
Valparaiso;Algarrobo;5602;43936;560243936;0;10;1;0;10;1;21;0
Valparaiso;Algarrobo;5602;43937;560243937;0;10;1;0;10;0;22;0
Valparaiso;Algarrobo;5602;43938;560243938;0;10;1;0;10;0;23;0
Valparaiso;Algarrobo;5602;43939;560243939;0;10;1;0;10;0;24;0
Valparaiso;Algarrobo;5602;43940;560243940;0;10;1;0;10;0;25;0
Valparaiso;Algarrobo;5602;43941;560243941;0;10;1;0;10;0;26;0
Valparaiso;Algarrobo;5602;43942;560243942;0;10;1;0;10;0;27;0
Valparaiso;Algarrobo;5602;43943;560243943;0;10;1;0;10;0;28;0
Valparaiso;Algarrobo;5602;43944;560243944;0;10;1;0;10;0;29;0
Valparaiso;Algarrobo;5602;43945;560243945;0;10;1;0;10;0;30;0
Valparaiso;Algarrobo;5602;43946;560243946;0;10;1;0;10;0;31;0
Valparaiso;Algarrobo;5602;43947;560243947;1;11;1;0;10;0;32;0
Valparaiso;Algarrobo;5602;43948;560243948;0;11;1;0;10;0;33;0
Valparaiso;Algarrobo;5602;43949;560243949;0;11;1;0;10;0;34;0
Valparaiso;Algarrobo;5602;43950;560243950;0;11;1;0;10;0;35;0
Valparaiso;Algarrobo;5602;43951;560243951;0;11;1;0;10;0;36;0
Valparaiso;Algarrobo;5602;43952;560243952;0;11;1;0;10;0;37;0
Valparaiso;Algarrobo;5602;43953;560243953;0;11;1;0;10;0;38;0
Valparaiso;Algarrobo;5602;43954;560243954;0;11;1;0;10;0;39;0
Valparaiso;Algarrobo;5602;43955;560243955;0;11;1;0;10;0;40;0
Valparaiso;Algarrobo;5602;43956;560243956;0;11;1;0;10;0;41;0
Valparaiso;Algarrobo;5602;43957;560243957;0;11;1;0;10;0;42;0
Valparaiso;Algarrobo;5602;43958;560243958;0;11;1;0;10;0;43;0
Valparaiso;Algarrobo;5602;43959;560243959;0;11;1;0;10;0;44;0
Valparaiso;Algarrobo;5602;43960;560243960;0;11;1;0;10;0;45;0
Valparaiso;Algarrobo;5602;43961;560243961;0;11;1;0;11;1;46;0
Valparaiso;Algarrobo;5602;43962;560243962;0;11;1;0;11;0;47;0
Valparaiso;Algarrobo;5602;43963;560243963;0;11;1;0;11;0;48;0
Valparaiso;Algarrobo;5602;43964;560243964;0;11;1;0;11;0;49;0
Valparaiso;Algarrobo;5602;43965;560243965;0;11;1;0;11;0;50;0
Valparaiso;Algarrobo;5602;43966;560243966;0;11;1;0;11;0;51;0
Valparaiso;Algarrobo;5602;43967;560243967;0;11;1;0;11;0;52;0
Valparaiso;Algarrobo;5602;43968;560243968;0;11;1;0;11;0;53;0
Valparaiso;Algarrobo;5602;43969;560243969;0;11;1;0;11;0;54;0
Valparaiso;Algarrobo;5602;43970;560243970;0;11;1;0;11;0;55;0
Valparaiso;Algarrobo;5602;43971;560243971;0;11;1;0;11;0;56;0
Valparaiso;Algarrobo;5602;43972;560243972;0;11;1;0;11;0;57;0
Valparaiso;Algarrobo;5602;43973;560243973;0;11;1;0;11;0;58;0
Valparaiso;Algarrobo;5602;43974;560243974;0;11;1;0;11;0;59;0
Valparaiso;Algarrobo;5602;43975;560243975;0;11;1;0;11;0;60;0
Valparaiso;Algarrobo;5602;43976;560243976;0;11;1;0;11;0;61;0
Valparaiso;Algarrobo;5602;43977;560243977;0;11;1;0;11;0;62;0
Valparaiso;Algarrobo;5602;43978;560243978;0;11;1;0;11;0;63;0
Valparaiso;Algarrobo;5602;43979;560243979;0;11;1;0;11;0;64;0
Valparaiso;Algarrobo;5602;43980;560243980;0;11;1;0;11;0;65;0
Valparaiso;Algarrobo;5602;43981;560243981;0;11;1;0;11;0;66;0
Valparaiso;Algarrobo;5602;43982;560243982;0;11;1;0;11;0;67;0
Valparaiso;Algarrobo;5602;43983;560243983;0;11;1;0;11;0;68;0
Valparaiso;Algarrobo;5602;43984;560243984;0;11;1;0;11;0;69;0
Valparaiso;Algarrobo;5602;43985;560243985;0;11;1;0;11;0;70;0
Valparaiso;Algarrobo;5602;43986;560243986;0;11;1;0;11;0;71;0
Valparaiso;Algarrobo;5602;43987;560243987;0;11;1;0;11;0;72;0
Valparaiso;Algarrobo;5602;43988;560243988;0;11;1;0;11;0;73;0
Valparaiso;Algarrobo;5602;43989;560243989;0;11;1;0;11;0;74;0
Valparaiso;Algarrobo;5602;43990;560243990;0;11;1;0;11;0;75;0
Valparaiso;Algarrobo;5602;43991;560243991;0;11;1;0;11;0;76;0
Valparaiso;Algarrobo;5602;43992;560243992;0;11;1;0;11;0;77;0
Valparaiso;Algarrobo;5602;43993;560243993;0;11;1;0;11;0;78;0
Valparaiso;Algarrobo;5602;43994;560243994;0;11;1;0;11;0;79;0
Valparaiso;Algarrobo;5602;43995;560243995;0;11;1;0;11;0;80;0
Valparaiso;Algarrobo;5602;43996;560243996;0;11;1;0;11;0;81;0
Valparaiso;Algarrobo;5602;43997;560243997;0;11;1;0;11;0;82;0
Valparaiso;Algarrobo;5602;43998;560243998;0;11;1;0;11;0;83;0
Valparaiso;Algarrobo;5602;43999;560243999;0;11;1;0;11;0;84;0
Valparaiso;Algarrobo;5602;44000;560244000;0;11;1;0;11;0;85;0
Valparaiso;Algarrobo;5602;44001;560244001;0;11;1;0;11;0;86;0
Valparaiso;Algarrobo;5602;44002;560244002;0;11;1;0;11;0;87;0
Valparaiso;Algarrobo;5602;44003;560244003;0;11;1;0;11;0;88;0
Valparaiso;Algarrobo;5602;44004;560244004;0;11;1;0;11;0;89;0
Valparaiso;Algarrobo;5602;44005;560244005;0;11;1;0;11;0;90;0
Valparaiso;Algarrobo;5602;44006;560244006;0;11;1;0;11;0;91;0
Valparaiso;Algarrobo;5602;44007;560244007;0;11;1;0;11;0;92;0
Valparaiso;Algarrobo;5602;44008;560244008;0;11;1;0;11;0;93;0
Valparaiso;Algarrobo;5602;44009;560244009;0;11;1;0;11;0;94;0
Valparaiso;Algarrobo;5602;44010;560244010;0;11;1;0;11;0;95;0
Valparaiso;Algarrobo;5602;44011;560244011;0;11;1;0;11;0;96;0
Valparaiso;Algarrobo;5602;44012;560244012;0;11;1;0;11;0;97;0
Valparaiso;Algarrobo;5602;44013;560244013;0;11;1;0;11;0;98;0
Valparaiso;Algarrobo;5602;44014;560244014;0;11;1;0;11;0;99;0
Valparaiso;Algarrobo;5602;44015;560244015;0;11;1;0;11;0;100;0
Valparaiso;Algarrobo;5602;44016;560244016;0;11;1;0;11;0;101;0
Valparaiso;Algarrobo;5602;44017;560244017;0;11;1;0;11;0;102;0
Valparaiso;Algarrobo;5602;44018;560244018;0;11;1;0;11;0;103;0
Valparaiso;Algarrobo;5602;44019;560244019;0;11;1;0;11;0;104;0
Valparaiso;Algarrobo;5602;44020;560244020;0;11;1;0;11;0;105;0
Valparaiso;Algarrobo;5602;44021;560244021;0;11;1;0;11;0;106;0
Valparaiso;Algarrobo;5602;44022;560244022;0;11;1;0;11;0;107;0
Valparaiso;Algarrobo;5602;44023;560244023;0;11;1;0;11;0;108;0
Valparaiso;Algarrobo;5602;44024;560244024;0;11;1;0;11;0;109;0
Valparaiso;Algarrobo;5602;44025;560244025;0;11;1;0;11;0;110;0
Valparaiso;Algarrobo;5602;44026;560244026;0;11;1;0;11;0;111;0
Valparaiso;Algarrobo;5602;44027;560244027;0;11;1;0;11;0;112;0
Valparaiso;Algarrobo;5602;44028;560244028;0;11;1;0;11;0;113;0
Valparaiso;Algarrobo;5602;44029;560244029;0;11;1;0;11;0;114;0
Valparaiso;Algarrobo;5602;44030;560244030;0;11;1;0;11;0;115;0
Valparaiso;Algarrobo;5602;44031;560244031;0;11;1;0;11;0;116;0
Valparaiso;Algarrobo;5602;44032;560244032;0;11;1;0;11;0;117;0
Valparaiso;Algarrobo;5602;44033;560244033;0;11;1;0;11;0;118;0
Valparaiso;Algarrobo;5602;44034;560244034;0;11;1;0;11;0;119;0
Valparaiso;Algarrobo;5602;44035;560244035;0;11;1;0;11;0;120;0
Valparaiso;Algarrobo;5602;44036;560244036;0;11;1;0;11;0;121;0
Valparaiso;Algarrobo;5602;44037;560244037;0;11;1;0;11;0;122;0
Valparaiso;Algarrobo;5602;44038;560244038;0;11;1;0;11;0;123;0
Valparaiso;Algarrobo;5602;44039;560244039;0;11;1;0;11;0;124;0
Valparaiso;Algarrobo;5602;44040;560244040;0;11;1;0;11;0;125;0
Valparaiso;Algarrobo;5602;44041;560244041;0;11;1;0;11;0;126;0
Valparaiso;Algarrobo;5602;44042;560244042;0;11;1;0;11;0;127;0
Valparaiso;Algarrobo;5602;44043;560244043;0;11;1;0;11;0;128;0
Valparaiso;Algarrobo;5602;44044;560244044;0;11;1;0;11;0;129;0
Valparaiso;Algarrobo;5602;44045;560244045;0;11;1;0;11;0;130;0
Valparaiso;Algarrobo;5602;44046;560244046;0;11;1;0;11;0;131;0
Valparaiso;Algarrobo;5602;44047;560244047;0;11;1;0;11;0;132;0
Valparaiso;Algarrobo;5602;44048;560244048;0;11;1;0;11;0;133;0
Valparaiso;Algarrobo;5602;44049;560244049;0;11;1;0;11;0;134;0
Valparaiso;Algarrobo;5602;44050;560244050;0;11;1;0;11;0;135;0
Valparaiso;Algarrobo;5602;44051;560244051;0;11;1;0;11;0;136;0
Valparaiso;Algarrobo;5602;44052;560244052;0;11;1;0;11;0;137;0
Valparaiso;Algarrobo;5602;44053;560244053;0;11;1;0;11;0;138;0
Valparaiso;Algarrobo;5602;44054;560244054;0;11;1;0;11;0;139;0
Valparaiso;Algarrobo;5602;44055;560244055;0;11;1;0;11;0;140;0
Valparaiso;Algarrobo;5602;44056;560244056;0;11;1;0;11;0;141;0
Valparaiso;Algarrobo;5602;44057;560244057;0;11;1;0;11;0;142;0
Valparaiso;Algarrobo;5602;44058;560244058;0;11;1;0;11;0;143;0
Valparaiso;Algarrobo;5602;44059;560244059;0;11;1;0;11;0;144;0
Valparaiso;Algarrobo;5602;44060;560244060;0;11;1;0;11;0;145;0
Valparaiso;Algarrobo;5602;44061;560244061;0;11;1;0;11;0;146;0
Valparaiso;Algarrobo;5602;44062;560244062;0;11;1;0;11;0;147;0
Valparaiso;Algarrobo;5602;44063;560244063;0;11;1;0;11;0;148;0
Valparaiso;Algarrobo;5602;44064;560244064;0;11;1;0;11;0;149;0
Valparaiso;Algarrobo;5602;44065;560244065;0;11;1;0;11;0;150;0
Valparaiso;Algarrobo;5602;44066;560244066;0;11;1;0;11;0;151;0
Valparaiso;Algarrobo;5602;44067;560244067;0;11;1;0;11;0;152;0
Valparaiso;Algarrobo;5602;44068;560244068;0;11;1;0;11;0;153;0
Valparaiso;Algarrobo;5602;44069;560244069;0;11;1;0;11;0;154;0
Valparaiso;Algarrobo;5602;44070;560244070;0;11;1;0;11;0;155;0
Valparaiso;Algarrobo;5602;44071;560244071;0;11;1;0;11;0;156;0
Valparaiso;Algarrobo;5602;44072;560244072;0;11;1;0;11;0;157;0
Valparaiso;Algarrobo;5602;44073;560244073;0;11;1;0;11;0;158;0
Valparaiso;Algarrobo;5602;44074;560244074;0;11;1;0;11;0;159;0
Valparaiso;Algarrobo;5602;44075;560244075;0;11;1;0;11;0;160;0
Valparaiso;Algarrobo;5602;44076;560244076;0;11;1;0;11;0;161;0
Valparaiso;Algarrobo;5602;44077;560244077;0;11;1;0;11;0;162;0
Valparaiso;Algarrobo;5602;44078;560244078;0;11;1;0;11;0;163;0
Valparaiso;Algarrobo;5602;44079;560244079;0;11;1;0;11;0;164;0
Valparaiso;Algarrobo;5602;44080;560244080;0;11;1;0;11;0;165;0
Valparaiso;Algarrobo;5602;44081;560244081;0;11;1;0;11;0;166;0
Valparaiso;Algarrobo;5602;44082;560244082;0;11;1;0;11;0;167;0
Valparaiso;Algarrobo;5602;44083;560244083;0;11;1;0;11;0;168;0
Valparaiso;Algarrobo;5602;44084;560244084;0;11;1;0;11;0;169;0
Valparaiso;Algarrobo;5602;44085;560244085;0;11;1;0;11;0;170;0
Metropolitana;Alhue;13502;43893;1350243893;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43894;1350243894;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43895;1350243895;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43896;1350243896;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43897;1350243897;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43898;1350243898;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43899;1350243899;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43900;1350243900;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43901;1350243901;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43902;1350243902;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43903;1350243903;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43904;1350243904;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43905;1350243905;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43906;1350243906;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43907;1350243907;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43908;1350243908;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43909;1350243909;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43910;1350243910;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43911;1350243911;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43912;1350243912;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43913;1350243913;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43914;1350243914;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43915;1350243915;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43916;1350243916;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43917;1350243917;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43918;1350243918;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43919;1350243919;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43920;1350243920;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43921;1350243921;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43922;1350243922;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43923;1350243923;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43924;1350243924;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43925;1350243925;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43926;1350243926;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43927;1350243927;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43928;1350243928;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43929;1350243929;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43930;1350243930;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43931;1350243931;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43932;1350243932;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43933;1350243933;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43934;1350243934;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43935;1350243935;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43936;1350243936;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43937;1350243937;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43938;1350243938;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43939;1350243939;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43940;1350243940;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43941;1350243941;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43942;1350243942;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43943;1350243943;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43944;1350243944;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43945;1350243945;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43946;1350243946;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43947;1350243947;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43948;1350243948;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43949;1350243949;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43950;1350243950;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43951;1350243951;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43952;1350243952;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43953;1350243953;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43954;1350243954;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43955;1350243955;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43956;1350243956;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43957;1350243957;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43958;1350243958;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43959;1350243959;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43960;1350243960;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43961;1350243961;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43962;1350243962;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43963;1350243963;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43964;1350243964;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43965;1350243965;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43966;1350243966;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43967;1350243967;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43968;1350243968;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43969;1350243969;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43970;1350243970;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43971;1350243971;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43972;1350243972;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43973;1350243973;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43974;1350243974;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43975;1350243975;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43976;1350243976;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43977;1350243977;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43978;1350243978;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43979;1350243979;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43980;1350243980;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43981;1350243981;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43982;1350243982;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43983;1350243983;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43984;1350243984;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43985;1350243985;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43986;1350243986;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43987;1350243987;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43988;1350243988;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43989;1350243989;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43990;1350243990;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43991;1350243991;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43992;1350243992;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43993;1350243993;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43994;1350243994;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43995;1350243995;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43996;1350243996;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43997;1350243997;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43998;1350243998;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;43999;1350243999;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44000;1350244000;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44001;1350244001;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44002;1350244002;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44003;1350244003;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44004;1350244004;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44005;1350244005;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44006;1350244006;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44007;1350244007;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44008;1350244008;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44009;1350244009;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44010;1350244010;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44011;1350244011;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44012;1350244012;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44013;1350244013;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44014;1350244014;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44015;1350244015;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44016;1350244016;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44017;1350244017;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44018;1350244018;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44019;1350244019;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44020;1350244020;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44021;1350244021;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44022;1350244022;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44023;1350244023;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44024;1350244024;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44025;1350244025;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44026;1350244026;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44027;1350244027;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44028;1350244028;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44029;1350244029;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44030;1350244030;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44031;1350244031;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44032;1350244032;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44033;1350244033;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44034;1350244034;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44035;1350244035;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44036;1350244036;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44037;1350244037;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44038;1350244038;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44039;1350244039;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44040;1350244040;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44041;1350244041;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44042;1350244042;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44043;1350244043;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44044;1350244044;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44045;1350244045;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44046;1350244046;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44047;1350244047;0;0;0;0;0;0;0;0
Metropolitana;Alhue;13502;44048;1350244048;0;0;0;0;0;0;0;0
