Region;Comuna;Codigo comuna;Fecha;Clave;Casos Diarios;Casos Acumulados;Muertes;Casos Activos;Recuperados;Recuperados Diarios;Día;Fallecidos Diarios
Atacama;Copiapo;3101;43899;310143899;0;0;0;0;0;0;0;0
Atacama;Copiapo;3101;43900;310143900;0;0;0;0;0;0;0;0
Atacama;Copiapo;3101;43901;310143901;0;0;0;0;0;0;0;0
Atacama;Copiapo;3101;43902;310143902;0;0;0;0;0;0;0;0
Atacama;Copiapo;3101;43903;310143903;0;0;0;0;0;0;0;0
Atacama;Copiapo;3101;43904;310143904;1;1;0;1;0;0;1;0
Atacama;Copiapo;3101;43905;310143905;0;1;0;1;0;0;2;0
Atacama;Copiapo;3101;43906;310143906;0;1;0;1;0;0;3;0
Atacama;Copiapo;3101;43907;310143907;0;1;0;1;0;0;4;0
Atacama;Copiapo;3101;43908;310143908;0;1;0;1;0;0;5;0
Atacama;Copiapo;3101;43909;310143909;0;1;0;1;0;0;6;0
Atacama;Copiapo;3101;43910;310143910;0;1;0;1;0;0;7;0
Atacama;Copiapo;3101;43911;310143911;0;1;0;1;0;0;8;0
Atacama;Copiapo;3101;43912;310143912;0;1;0;1;0;0;9;0
Atacama;Copiapo;3101;43913;310143913;0;1;0;1;0;0;10;0
Atacama;Copiapo;3101;43914;310143914;0;1;0;1;0;0;11;0
Atacama;Copiapo;3101;43915;310143915;0;1;0;1;0;0;12;0
Atacama;Copiapo;3101;43916;310143916;0;1;0;1;0;0;13;0
Atacama;Copiapo;3101;43917;310143917;0;1;0;1;0;0;14;0
Atacama;Copiapo;3101;43918;310143918;0;1;0;0;1;1;15;0
Atacama;Copiapo;3101;43919;310143919;0;1;0;0;1;0;16;0
Atacama;Copiapo;3101;43920;310143920;0;1;0;0;1;0;17;0
Atacama;Copiapo;3101;43921;310143921;0;1;0;0;1;0;18;0
Atacama;Copiapo;3101;43922;310143922;1;2;0;1;1;0;19;0
Atacama;Copiapo;3101;43923;310143923;0;2;0;1;1;0;20;0
Atacama;Copiapo;3101;43924;310143924;2;4;0;3;1;0;21;0
Atacama;Copiapo;3101;43925;310143925;0;4;0;3;1;0;22;0
Atacama;Copiapo;3101;43926;310143926;0;4;0;3;1;0;23;0
Atacama;Copiapo;3101;43927;310143927;0;4;0;3;1;0;24;0
Atacama;Copiapo;3101;43928;310143928;1;5;0;4;1;0;25;0
Atacama;Copiapo;3101;43929;310143929;0;5;0;4;1;0;26;0
Atacama;Copiapo;3101;43930;310143930;0;5;0;4;1;0;27;0
Atacama;Copiapo;3101;43931;310143931;1;6;0;5;1;0;28;0
Atacama;Copiapo;3101;43932;310143932;0;6;0;5;1;0;29;0
Atacama;Copiapo;3101;43933;310143933;0;6;0;5;1;0;30;0
Atacama;Copiapo;3101;43934;310143934;0;6;0;5;1;0;31;0
Atacama;Copiapo;3101;43935;310143935;0;6;0;5;1;0;32;0
Atacama;Copiapo;3101;43936;310143936;0;6;0;4;2;1;33;0
Atacama;Copiapo;3101;43937;310143937;0;6;0;4;2;0;34;0
Atacama;Copiapo;3101;43938;310143938;0;6;0;2;4;2;35;0
Atacama;Copiapo;3101;43939;310143939;0;6;0;2;4;0;36;0
Atacama;Copiapo;3101;43940;310143940;0;6;0;2;4;0;37;0
Atacama;Copiapo;3101;43941;310143941;0;6;0;2;4;0;38;0
Atacama;Copiapo;3101;43942;310143942;0;6;0;1;5;1;39;0
Atacama;Copiapo;3101;43943;310143943;0;6;0;1;5;0;40;0
Atacama;Copiapo;3101;43944;310143944;0;6;0;1;5;0;41;0
Atacama;Copiapo;3101;43945;310143945;0;6;0;0;6;1;42;0
Atacama;Copiapo;3101;43946;310143946;0;6;0;0;6;0;43;0
Atacama;Copiapo;3101;43947;310143947;0;6;0;0;6;0;44;0
Atacama;Copiapo;3101;43948;310143948;4;10;0;4;6;0;45;0
Atacama;Copiapo;3101;43949;310143949;0;10;0;4;6;0;46;0
Atacama;Copiapo;3101;43950;310143950;0;10;0;4;6;0;47;0
Atacama;Copiapo;3101;43951;310143951;0;10;0;4;6;0;48;0
Atacama;Copiapo;3101;43952;310143952;0;10;0;4;6;0;49;0
Atacama;Copiapo;3101;43953;310143953;0;10;0;4;6;0;50;0
Atacama;Copiapo;3101;43954;310143954;0;10;0;4;6;0;51;0
Atacama;Copiapo;3101;43955;310143955;0;10;0;4;6;0;52;0
Atacama;Copiapo;3101;43956;310143956;0;10;0;4;6;0;53;0
Atacama;Copiapo;3101;43957;310143957;0;10;0;4;6;0;54;0
Atacama;Copiapo;3101;43958;310143958;0;10;0;4;6;0;55;0
Atacama;Copiapo;3101;43959;310143959;0;10;0;4;6;0;56;0
Atacama;Copiapo;3101;43960;310143960;0;10;0;4;6;0;57;0
Atacama;Copiapo;3101;43961;310143961;0;10;0;4;6;0;58;0
Atacama;Copiapo;3101;43962;310143962;0;10;0;0;10;4;59;0
Atacama;Copiapo;3101;43963;310143963;0;10;0;0;10;0;60;0
Atacama;Copiapo;3101;43964;310143964;0;10;0;0;10;0;61;0
Atacama;Copiapo;3101;43965;310143965;0;10;0;0;10;0;62;0
Atacama;Copiapo;3101;43966;310143966;0;10;0;0;10;0;63;0
Atacama;Copiapo;3101;43967;310143967;0;10;0;0;10;0;64;0
Atacama;Copiapo;3101;43968;310143968;0;10;0;0;10;0;65;0
Atacama;Copiapo;3101;43969;310143969;0;10;0;0;10;0;66;0
Atacama;Copiapo;3101;43970;310143970;0;10;0;0;10;0;67;0
Atacama;Copiapo;3101;43971;310143971;0;10;0;0;10;0;68;0
Atacama;Copiapo;3101;43972;310143972;0;10;0;0;10;0;69;0
Atacama;Copiapo;3101;43973;310143973;0;10;0;0;10;0;70;0
Atacama;Copiapo;3101;43974;310143974;0;10;0;0;10;0;71;0
Atacama;Copiapo;3101;43975;310143975;0;10;0;0;10;0;72;0
Atacama;Copiapo;3101;43976;310143976;0;10;0;0;10;0;73;0
Atacama;Copiapo;3101;43977;310143977;0;10;0;0;10;0;74;0
Atacama;Copiapo;3101;43978;310143978;0;10;0;0;10;0;75;0
Atacama;Copiapo;3101;43979;310143979;0;10;0;0;10;0;76;0
Atacama;Copiapo;3101;43980;310143980;0;10;0;0;10;0;77;0
Atacama;Copiapo;3101;43981;310143981;0;10;0;0;10;0;78;0
Atacama;Copiapo;3101;43982;310143982;0;10;0;0;10;0;79;0
Atacama;Copiapo;3101;43983;310143983;0;10;0;0;10;0;80;0
Atacama;Copiapo;3101;43984;310143984;0;10;0;0;10;0;81;0
Atacama;Copiapo;3101;43985;310143985;0;10;0;0;10;0;82;0
Atacama;Copiapo;3101;43986;310143986;0;10;0;0;10;0;83;0
Atacama;Copiapo;3101;43987;310143987;0;10;0;0;10;0;84;0
Atacama;Copiapo;3101;43988;310143988;0;10;0;0;10;0;85;0
Atacama;Copiapo;3101;43989;310143989;0;10;0;0;10;0;86;0
Atacama;Copiapo;3101;43990;310143990;0;10;0;0;10;0;87;0
Atacama;Copiapo;3101;43991;310143991;0;10;0;0;10;0;88;0
Atacama;Copiapo;3101;43992;310143992;0;10;0;0;10;0;89;0
Atacama;Copiapo;3101;43993;310143993;0;10;0;0;10;0;90;0
Atacama;Copiapo;3101;43994;310143994;0;10;0;0;10;0;91;0
Atacama;Copiapo;3101;43995;310143995;0;10;0;0;10;0;92;0
Atacama;Copiapo;3101;43996;310143996;0;10;0;0;10;0;93;0
Atacama;Copiapo;3101;43997;310143997;0;10;0;0;10;0;94;0
Atacama;Copiapo;3101;43998;310143998;0;10;0;0;10;0;95;0
Atacama;Copiapo;3101;43999;310143999;0;10;0;0;10;0;96;0
Atacama;Copiapo;3101;44000;310144000;0;10;0;0;10;0;97;0
Atacama;Copiapo;3101;44001;310144001;0;10;0;0;10;0;98;0
Atacama;Copiapo;3101;44002;310144002;0;10;0;0;10;0;99;0
Atacama;Copiapo;3101;44003;310144003;0;10;0;0;10;0;100;0
Atacama;Copiapo;3101;44004;310144004;0;10;0;0;10;0;101;0
Atacama;Copiapo;3101;44005;310144005;0;10;0;0;10;0;102;0
Atacama;Copiapo;3101;44006;310144006;0;10;0;0;10;0;103;0
Atacama;Copiapo;3101;44007;310144007;0;10;0;0;10;0;104;0
Atacama;Copiapo;3101;44008;310144008;0;10;0;0;10;0;105;0
Atacama;Copiapo;3101;44009;310144009;0;10;0;0;10;0;106;0
Atacama;Copiapo;3101;44010;310144010;0;10;0;0;10;0;107;0
Atacama;Copiapo;3101;44011;310144011;0;10;0;0;10;0;108;0
Atacama;Copiapo;3101;44012;310144012;0;10;0;0;10;0;109;0
Atacama;Copiapo;3101;44013;310144013;0;10;0;0;10;0;110;0
Atacama;Copiapo;3101;44014;310144014;0;10;0;0;10;0;111;0
Atacama;Copiapo;3101;44015;310144015;0;10;0;0;10;0;112;0
Atacama;Copiapo;3101;44016;310144016;0;10;0;0;10;0;113;0
Atacama;Copiapo;3101;44017;310144017;0;10;0;0;10;0;114;0
Atacama;Copiapo;3101;44018;310144018;0;10;0;0;10;0;115;0
Atacama;Copiapo;3101;44019;310144019;0;10;0;0;10;0;116;0
Atacama;Copiapo;3101;44020;310144020;0;10;0;0;10;0;117;0
Atacama;Copiapo;3101;44021;310144021;0;10;0;0;10;0;118;0
Atacama;Copiapo;3101;44022;310144022;0;10;0;0;10;0;119;0
Atacama;Copiapo;3101;44023;310144023;0;10;0;0;10;0;120;0
Atacama;Copiapo;3101;44024;310144024;0;10;0;0;10;0;121;0
Atacama;Copiapo;3101;44025;310144025;0;10;0;0;10;0;122;0
Atacama;Copiapo;3101;44026;310144026;0;10;0;0;10;0;123;0
Atacama;Copiapo;3101;44027;310144027;0;10;0;0;10;0;124;0
Atacama;Copiapo;3101;44028;310144028;0;10;0;0;10;0;125;0
Atacama;Copiapo;3101;44029;310144029;0;10;0;0;10;0;126;0
Atacama;Copiapo;3101;44030;310144030;0;10;0;0;10;0;127;0
Atacama;Copiapo;3101;44031;310144031;0;10;0;0;10;0;128;0
Atacama;Copiapo;3101;44032;310144032;0;10;0;0;10;0;129;0
Atacama;Copiapo;3101;44033;310144033;0;10;0;0;10;0;130;0
Atacama;Copiapo;3101;44034;310144034;0;10;0;0;10;0;131;0
Atacama;Copiapo;3101;44035;310144035;0;10;0;0;10;0;132;0
Atacama;Copiapo;3101;44036;310144036;0;10;0;0;10;0;133;0
Atacama;Copiapo;3101;44037;310144037;0;10;0;0;10;0;134;0
Atacama;Copiapo;3101;44038;310144038;0;10;0;0;10;0;135;0
Atacama;Copiapo;3101;44039;310144039;0;10;0;0;10;0;136;0
Atacama;Copiapo;3101;44040;310144040;0;10;0;0;10;0;137;0
Atacama;Copiapo;3101;44041;310144041;0;10;0;0;10;0;138;0
Atacama;Copiapo;3101;44042;310144042;0;10;0;0;10;0;139;0
Atacama;Copiapo;3101;44043;310144043;0;10;0;0;10;0;140;0
Atacama;Copiapo;3101;44044;310144044;0;10;0;0;10;0;141;0
Atacama;Copiapo;3101;44045;310144045;0;10;0;0;10;0;142;0
Atacama;Copiapo;3101;44046;310144046;0;10;0;0;10;0;143;0
Atacama;Copiapo;3101;44047;310144047;0;10;0;0;10;0;144;0
Atacama;Copiapo;3101;44048;310144048;0;10;0;0;10;0;145;0
Atacama;Copiapo;3101;44049;310144049;0;10;0;0;10;0;146;0
Atacama;Copiapo;3101;44050;310144050;0;10;0;0;10;0;147;0
Atacama;Copiapo;3101;44051;310144051;0;10;0;0;10;0;148;0
Atacama;Copiapo;3101;44052;310144052;0;10;0;0;10;0;149;0
Atacama;Copiapo;3101;44053;310144053;0;10;0;0;10;0;150;0
Atacama;Copiapo;3101;44054;310144054;0;10;0;0;10;0;151;0
Atacama;Copiapo;3101;44055;310144055;0;10;0;0;10;0;152;0
Atacama;Copiapo;3101;44056;310144056;0;10;0;0;10;0;153;0
Atacama;Copiapo;3101;44057;310144057;0;10;0;0;10;0;154;0
Atacama;Copiapo;3101;44058;310144058;0;10;0;0;10;0;155;0
Atacama;Copiapo;3101;44059;310144059;0;10;0;0;10;0;156;0
Atacama;Copiapo;3101;44060;310144060;0;10;0;0;10;0;157;0
Atacama;Copiapo;3101;44061;310144061;0;10;0;0;10;0;158;0
Atacama;Copiapo;3101;44062;310144062;0;10;0;0;10;0;159;0
Atacama;Copiapo;3101;44063;310144063;0;10;0;0;10;0;160;0
Atacama;Copiapo;3101;44064;310144064;0;10;0;0;10;0;161;0
Atacama;Copiapo;3101;44065;310144065;0;10;0;0;10;0;162;0
Atacama;Copiapo;3101;44066;310144066;0;10;0;0;10;0;163;0
Atacama;Copiapo;3101;44067;310144067;0;10;0;0;10;0;164;0
Atacama;Copiapo;3101;44068;310144068;0;10;0;0;10;0;165;0
Atacama;Copiapo;3101;44069;310144069;0;10;0;0;10;0;166;0
Atacama;Copiapo;3101;44070;310144070;0;10;0;0;10;0;167;0
Atacama;Copiapo;3101;44071;310144071;0;10;0;0;10;0;168;0
Atacama;Copiapo;3101;44072;310144072;0;10;0;0;10;0;169;0
Atacama;Copiapo;3101;44073;310144073;0;10;0;0;10;0;170;0
Atacama;Copiapo;3101;44074;310144074;0;10;0;0;10;0;171;0
Atacama;Copiapo;3101;44075;310144075;0;10;0;0;10;0;172;0
Atacama;Copiapo;3101;44076;310144076;0;10;0;0;10;0;173;0
Atacama;Copiapo;3101;44077;310144077;0;10;0;0;10;0;174;0
Atacama;Copiapo;3101;44078;310144078;0;10;0;0;10;0;175;0
Atacama;Copiapo;3101;44079;310144079;0;10;0;0;10;0;176;0
Atacama;Copiapo;3101;44080;310144080;0;10;0;0;10;0;177;0
Atacama;Copiapo;3101;44081;310144081;0;10;0;0;10;0;178;0
Atacama;Copiapo;3101;44082;310144082;0;10;0;0;10;0;179;0
Atacama;Copiapo;3101;44083;310144083;0;10;0;0;10;0;180;0
Atacama;Copiapo;3101;44084;310144084;0;10;0;0;10;0;181;0
Atacama;Copiapo;3101;44085;310144085;0;10;0;0;10;0;182;0
Coquimbo;Coquimbo;4102;43893;410243893;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43894;410243894;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43895;410243895;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43896;410243896;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43897;410243897;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43898;410243898;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43899;410243899;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43900;410243900;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43901;410243901;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43902;410243902;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43903;410243903;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43904;410243904;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43905;410243905;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43906;410243906;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43907;410243907;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43908;410243908;0;0;0;0;0;0;0;0
Coquimbo;Coquimbo;4102;43909;410243909;2;2;0;2;0;0;1;0
Coquimbo;Coquimbo;4102;43910;410243910;0;2;0;2;0;0;2;0
Coquimbo;Coquimbo;4102;43911;410243911;0;2;0;2;0;0;3;0
Coquimbo;Coquimbo;4102;43912;410243912;2;4;0;4;0;0;4;0
Coquimbo;Coquimbo;4102;43913;410243913;1;5;0;5;0;0;5;0
Coquimbo;Coquimbo;4102;43914;410243914;3;8;0;8;0;0;6;0
Coquimbo;Coquimbo;4102;43915;410243915;0;8;0;8;0;0;7;0
Coquimbo;Coquimbo;4102;43916;410243916;0;8;0;8;0;0;8;0
Coquimbo;Coquimbo;4102;43917;410243917;0;8;0;8;0;0;9;0
Coquimbo;Coquimbo;4102;43918;410243918;0;8;0;8;0;0;10;0
Coquimbo;Coquimbo;4102;43919;410243919;1;9;0;9;0;0;11;0
Coquimbo;Coquimbo;4102;43920;410243920;6;15;0;15;0;0;12;0
Coquimbo;Coquimbo;4102;43921;410243921;1;16;0;16;0;0;13;0
Coquimbo;Coquimbo;4102;43922;410243922;1;17;0;17;0;0;14;0
Coquimbo;Coquimbo;4102;43923;410243923;0;17;0;15;2;2;15;0
Coquimbo;Coquimbo;4102;43924;410243924;0;17;0;15;2;0;16;0
Coquimbo;Coquimbo;4102;43925;410243925;0;17;0;15;2;0;17;0
Coquimbo;Coquimbo;4102;43926;410243926;0;17;0;13;4;2;18;0
Coquimbo;Coquimbo;4102;43927;410243927;0;17;0;12;5;1;19;0
Coquimbo;Coquimbo;4102;43928;410243928;0;17;0;9;8;3;20;0
Coquimbo;Coquimbo;4102;43929;410243929;1;18;0;10;8;0;21;0
Coquimbo;Coquimbo;4102;43930;410243930;1;19;0;11;8;0;22;0
Coquimbo;Coquimbo;4102;43931;410243931;0;19;0;11;8;0;23;0
Coquimbo;Coquimbo;4102;43932;410243932;0;19;0;11;8;0;24;0
Coquimbo;Coquimbo;4102;43933;410243933;0;19;0;10;9;1;25;0
Coquimbo;Coquimbo;4102;43934;410243934;0;19;0;4;15;6;26;0
Coquimbo;Coquimbo;4102;43935;410243935;0;19;0;3;16;1;27;0
Coquimbo;Coquimbo;4102;43936;410243936;0;19;0;2;17;1;28;0
Coquimbo;Coquimbo;4102;43937;410243937;1;20;0;3;17;0;29;0
Coquimbo;Coquimbo;4102;43938;410243938;0;20;0;3;17;0;30;0
Coquimbo;Coquimbo;4102;43939;410243939;0;20;0;3;17;0;31;0
Coquimbo;Coquimbo;4102;43940;410243940;0;20;0;3;17;0;32;0
Coquimbo;Coquimbo;4102;43941;410243941;0;20;0;3;17;0;33;0
Coquimbo;Coquimbo;4102;43942;410243942;0;20;0;3;17;0;34;0
Coquimbo;Coquimbo;4102;43943;410243943;0;20;0;2;18;1;35;0
Coquimbo;Coquimbo;4102;43944;410243944;0;20;0;1;19;1;36;0
Coquimbo;Coquimbo;4102;43945;410243945;0;20;0;1;19;0;37;0
Coquimbo;Coquimbo;4102;43946;410243946;1;21;0;2;19;0;38;0
Coquimbo;Coquimbo;4102;43947;410243947;0;21;0;2;19;0;39;0
Coquimbo;Coquimbo;4102;43948;410243948;0;21;0;2;19;0;40;0
Coquimbo;Coquimbo;4102;43949;410243949;0;21;0;2;19;0;41;0
Coquimbo;Coquimbo;4102;43950;410243950;0;21;0;2;19;0;42;0
Coquimbo;Coquimbo;4102;43951;410243951;0;21;0;1;20;1;43;0
Coquimbo;Coquimbo;4102;43952;410243952;0;21;0;1;20;0;44;0
Coquimbo;Coquimbo;4102;43953;410243953;0;21;0;1;20;0;45;0
Coquimbo;Coquimbo;4102;43954;410243954;0;21;0;1;20;0;46;0
Coquimbo;Coquimbo;4102;43955;410243955;0;21;0;1;20;0;47;0
Coquimbo;Coquimbo;4102;43956;410243956;0;21;0;1;20;0;48;0
Coquimbo;Coquimbo;4102;43957;410243957;0;21;0;1;20;0;49;0
Coquimbo;Coquimbo;4102;43958;410243958;0;21;0;1;20;0;50;0
Coquimbo;Coquimbo;4102;43959;410243959;0;21;0;1;20;0;51;0
Coquimbo;Coquimbo;4102;43960;410243960;0;21;0;0;21;1;52;0
Coquimbo;Coquimbo;4102;43961;410243961;0;21;0;0;21;0;53;0
Coquimbo;Coquimbo;4102;43962;410243962;0;21;0;0;21;0;54;0
Coquimbo;Coquimbo;4102;43963;410243963;0;21;0;0;21;0;55;0
Coquimbo;Coquimbo;4102;43964;410243964;0;21;0;0;21;0;56;0
Coquimbo;Coquimbo;4102;43965;410243965;0;21;0;0;21;0;57;0
Coquimbo;Coquimbo;4102;43966;410243966;0;21;0;0;21;0;58;0
Coquimbo;Coquimbo;4102;43967;410243967;0;21;0;0;21;0;59;0
Coquimbo;Coquimbo;4102;43968;410243968;0;21;0;0;21;0;60;0
Coquimbo;Coquimbo;4102;43969;410243969;0;21;0;0;21;0;61;0
Coquimbo;Coquimbo;4102;43970;410243970;0;21;0;0;21;0;62;0
Coquimbo;Coquimbo;4102;43971;410243971;0;21;0;0;21;0;63;0
Coquimbo;Coquimbo;4102;43972;410243972;0;21;0;0;21;0;64;0
Coquimbo;Coquimbo;4102;43973;410243973;0;21;0;0;21;0;65;0
Coquimbo;Coquimbo;4102;43974;410243974;0;21;0;0;21;0;66;0
Coquimbo;Coquimbo;4102;43975;410243975;0;21;0;0;21;0;67;0
Coquimbo;Coquimbo;4102;43976;410243976;0;21;0;0;21;0;68;0
Coquimbo;Coquimbo;4102;43977;410243977;0;21;0;0;21;0;69;0
Coquimbo;Coquimbo;4102;43978;410243978;0;21;0;0;21;0;70;0
Coquimbo;Coquimbo;4102;43979;410243979;0;21;0;0;21;0;71;0
Coquimbo;Coquimbo;4102;43980;410243980;0;21;0;0;21;0;72;0
Coquimbo;Coquimbo;4102;43981;410243981;0;21;0;0;21;0;73;0
Coquimbo;Coquimbo;4102;43982;410243982;0;21;0;0;21;0;74;0
Coquimbo;Coquimbo;4102;43983;410243983;0;21;0;0;21;0;75;0
Coquimbo;Coquimbo;4102;43984;410243984;0;21;0;0;21;0;76;0
Coquimbo;Coquimbo;4102;43985;410243985;0;21;0;0;21;0;77;0
Coquimbo;Coquimbo;4102;43986;410243986;0;21;0;0;21;0;78;0
Coquimbo;Coquimbo;4102;43987;410243987;0;21;0;0;21;0;79;0
Coquimbo;Coquimbo;4102;43988;410243988;0;21;0;0;21;0;80;0
Coquimbo;Coquimbo;4102;43989;410243989;0;21;0;0;21;0;81;0
Coquimbo;Coquimbo;4102;43990;410243990;0;21;0;0;21;0;82;0
Coquimbo;Coquimbo;4102;43991;410243991;0;21;0;0;21;0;83;0
Coquimbo;Coquimbo;4102;43992;410243992;0;21;0;0;21;0;84;0
Coquimbo;Coquimbo;4102;43993;410243993;0;21;0;0;21;0;85;0
Coquimbo;Coquimbo;4102;43994;410243994;0;21;0;0;21;0;86;0
Coquimbo;Coquimbo;4102;43995;410243995;0;21;0;0;21;0;87;0
Coquimbo;Coquimbo;4102;43996;410243996;0;21;0;0;21;0;88;0
Coquimbo;Coquimbo;4102;43997;410243997;0;21;0;0;21;0;89;0
Coquimbo;Coquimbo;4102;43998;410243998;0;21;0;0;21;0;90;0
Coquimbo;Coquimbo;4102;43999;410243999;0;21;0;0;21;0;91;0
Coquimbo;Coquimbo;4102;44000;410244000;0;21;0;0;21;0;92;0
Coquimbo;Coquimbo;4102;44001;410244001;0;21;0;0;21;0;93;0
Coquimbo;Coquimbo;4102;44002;410244002;0;21;0;0;21;0;94;0
Coquimbo;Coquimbo;4102;44003;410244003;0;21;0;0;21;0;95;0
Coquimbo;Coquimbo;4102;44004;410244004;0;21;0;0;21;0;96;0
Coquimbo;Coquimbo;4102;44005;410244005;0;21;0;0;21;0;97;0
Coquimbo;Coquimbo;4102;44006;410244006;0;21;0;0;21;0;98;0
Coquimbo;Coquimbo;4102;44007;410244007;0;21;0;0;21;0;99;0
Coquimbo;Coquimbo;4102;44008;410244008;0;21;0;0;21;0;100;0
Coquimbo;Coquimbo;4102;44009;410244009;0;21;0;0;21;0;101;0
Coquimbo;Coquimbo;4102;44010;410244010;0;21;0;0;21;0;102;0
Coquimbo;Coquimbo;4102;44011;410244011;0;21;0;0;21;0;103;0
Coquimbo;Coquimbo;4102;44012;410244012;0;21;0;0;21;0;104;0
Coquimbo;Coquimbo;4102;44013;410244013;0;21;0;0;21;0;105;0
Coquimbo;Coquimbo;4102;44014;410244014;0;21;0;0;21;0;106;0
Coquimbo;Coquimbo;4102;44015;410244015;0;21;0;0;21;0;107;0
Coquimbo;Coquimbo;4102;44016;410244016;0;21;0;0;21;0;108;0
Coquimbo;Coquimbo;4102;44017;410244017;0;21;0;0;21;0;109;0
Coquimbo;Coquimbo;4102;44018;410244018;0;21;0;0;21;0;110;0
Coquimbo;Coquimbo;4102;44019;410244019;0;21;0;0;21;0;111;0
Coquimbo;Coquimbo;4102;44020;410244020;0;21;0;0;21;0;112;0
Coquimbo;Coquimbo;4102;44021;410244021;0;21;0;0;21;0;113;0
Coquimbo;Coquimbo;4102;44022;410244022;0;21;0;0;21;0;114;0
Coquimbo;Coquimbo;4102;44023;410244023;0;21;0;0;21;0;115;0
Coquimbo;Coquimbo;4102;44024;410244024;0;21;0;0;21;0;116;0
Coquimbo;Coquimbo;4102;44025;410244025;0;21;0;0;21;0;117;0
Coquimbo;Coquimbo;4102;44026;410244026;0;21;0;0;21;0;118;0
Coquimbo;Coquimbo;4102;44027;410244027;0;21;0;0;21;0;119;0
Coquimbo;Coquimbo;4102;44028;410244028;0;21;0;0;21;0;120;0
Coquimbo;Coquimbo;4102;44029;410244029;0;21;0;0;21;0;121;0
Coquimbo;Coquimbo;4102;44030;410244030;0;21;0;0;21;0;122;0
Coquimbo;Coquimbo;4102;44031;410244031;0;21;0;0;21;0;123;0
Coquimbo;Coquimbo;4102;44032;410244032;0;21;0;0;21;0;124;0
Coquimbo;Coquimbo;4102;44033;410244033;0;21;0;0;21;0;125;0
Coquimbo;Coquimbo;4102;44034;410244034;0;21;0;0;21;0;126;0
Coquimbo;Coquimbo;4102;44035;410244035;0;21;0;0;21;0;127;0
Coquimbo;Coquimbo;4102;44036;410244036;0;21;0;0;21;0;128;0
Coquimbo;Coquimbo;4102;44037;410244037;0;21;0;0;21;0;129;0
Coquimbo;Coquimbo;4102;44038;410244038;0;21;0;0;21;0;130;0
Coquimbo;Coquimbo;4102;44039;410244039;0;21;0;0;21;0;131;0
Coquimbo;Coquimbo;4102;44040;410244040;0;21;0;0;21;0;132;0
Coquimbo;Coquimbo;4102;44041;410244041;0;21;0;0;21;0;133;0
Coquimbo;Coquimbo;4102;44042;410244042;0;21;0;0;21;0;134;0
Coquimbo;Coquimbo;4102;44043;410244043;0;21;0;0;21;0;135;0
Coquimbo;Coquimbo;4102;44044;410244044;0;21;0;0;21;0;136;0
Coquimbo;Coquimbo;4102;44045;410244045;0;21;0;0;21;0;137;0
Coquimbo;Coquimbo;4102;44046;410244046;0;21;0;0;21;0;138;0
Coquimbo;Coquimbo;4102;44047;410244047;0;21;0;0;21;0;139;0
Coquimbo;Coquimbo;4102;44048;410244048;0;21;0;0;21;0;140;0
Coquimbo;Coquimbo;4102;44049;410244049;0;21;0;0;21;0;141;0
Coquimbo;Coquimbo;4102;44050;410244050;0;21;0;0;21;0;142;0
Coquimbo;Coquimbo;4102;44051;410244051;0;21;0;0;21;0;143;0
Coquimbo;Coquimbo;4102;44052;410244052;0;21;0;0;21;0;144;0
Coquimbo;Coquimbo;4102;44053;410244053;0;21;0;0;21;0;145;0
Coquimbo;Coquimbo;4102;44054;410244054;0;21;0;0;21;0;146;0
Coquimbo;Coquimbo;4102;44055;410244055;0;21;0;0;21;0;147;0
Coquimbo;Coquimbo;4102;44056;410244056;0;21;0;0;21;0;148;0
Coquimbo;Coquimbo;4102;44057;410244057;0;21;0;0;21;0;149;0
Coquimbo;Coquimbo;4102;44058;410244058;0;21;0;0;21;0;150;0
Coquimbo;Coquimbo;4102;44059;410244059;0;21;0;0;21;0;151;0
Coquimbo;Coquimbo;4102;44060;410244060;0;21;0;0;21;0;152;0
Coquimbo;Coquimbo;4102;44061;410244061;0;21;0;0;21;0;153;0
Coquimbo;Coquimbo;4102;44062;410244062;0;21;0;0;21;0;154;0
Coquimbo;Coquimbo;4102;44063;410244063;0;21;0;0;21;0;155;0
Coquimbo;Coquimbo;4102;44064;410244064;0;21;0;0;21;0;156;0
Coquimbo;Coquimbo;4102;44065;410244065;0;21;0;0;21;0;157;0
Coquimbo;Coquimbo;4102;44066;410244066;0;21;0;0;21;0;158;0
