Region;Comuna;Codigo_comuna;Fec;Fecha;Clave;Casos_Diarios;Casos_Acumulados;acumulados_corregidos;Muertes;Casos_Activos;activos_corregidos;Recuperados;Recuperados_Diarios;Dia;Fallecidos_Diarios;on-off;Max_Dia
La_Araucania;Temuco;9101;41;43933;910143933;11;468;154,4906266;8;264;87,14855858;196;30;28;0;ON;55
Maule;Teno;7308;41;43933;730843933;0;1;3,241491086;0;1;3,241491086;0;0;5;0;ON;32
La_Araucania;Teodoro_Schmidt;9117;41;43933;911743933;1;5;31,67363487;0;4;25,33890789;1;1;14;0;ON;41
Atacama;Tierra_Amarilla;3103;41;43933;310343933;0;4;27,94857462;0;4;27,94857462;0;0;6;0;ON;33
Metropolitana;Tiltil;13303;41;43933;1330343933;0;4;18,62457513;0;4;18,62457513;0;0;7;0;ON;34
Biobio;Tirua;8207;41;43933;820743933;0;4;36,30093475;0;4;36,30093475;0;0;12;0;ON;39
Antofagasta;Tocopilla;2301;41;43933;230143933;0;2;7,122760782;0;0;0;2;0;25;0;ON;52
La_Araucania;Tolten;9118;41;43933;911843933;0;6;59,67180507;1;5;49,72650423;0;0;12;0;ON;39
Biobio;Tome;8111;41;43933;811143933;2;32;54,48756151;0;25;42,56840743;7;0;25;0;ON;52
La_Araucania;Traiguen;9210;41;43933;921043933;1;2;10,35518277;0;2;10,35518277;0;0;2;0;ON;29
Los_Rios;Valdivia;14101;41;43933;1410143933;2;86;48,6496883;3;50;28,2847025;33;4;28;1;ON;55
Valparaiso;Valparaiso;5101;41;43933;510143933;0;43;13,61914535;0;19;6,017761899;24;2;24;0;ON;51
La_Araucania;Victoria;9211;41;43933;921143933;1;12;33,83426847;0;8;22,55617898;4;1;17;0;ON;44
La_Araucania;Vilcun;9119;41;43933;911943933;2;24;78,00819086;0;20;65,00682572;4;0;17;0;ON;44
Valparaiso;Villa_Alemana;5804;41;43933;580443933;0;11;7,896059149;0;5;3,589117795;6;1;19;0;ON;46
La_Araucania;Villarrica;9120;41;43933;912043933;2;17;28,76334535;0;15;25,37942236;2;2;14;0;ON;41
Valparaiso;ViNa_del_Mar;5109;41;43933;510943933;2;71;19,64739838;1;39;10,79223291;31;3;28;0;ON;55
Metropolitana;Vitacura;13132;41;43933;1313243933;0;127;131,2335958;0;45;46,500093;82;3;40;0;ON;67
Biobio;Yumbel;8313;41;43933;831343933;0;5;22,59172239;0;0;0;5;0;18;0;ON;45
Nuble;Yungay;16109;41;43933;1610943933;0;41;220,477522;0;36;193,5900194;5;2;16;0;ON;43
Valparaiso;Algarrobo;5602;42;43934;560243934;0;9;59,31198102;1;1;6,590220113;7;0;17;0;ON;43
Tarapaca;Alto_Hospicio;1107;42;43934;110743934;0;13;10,00007692;0;10;7,692366864;3;0;20;0;ON;46
La_Araucania;Angol;9201;42;43934;920143934;2;30;53,51600128;2;9;16,05480039;19;1;27;0;ON;53
Antofagasta;Antofagasta;2101;42;43934;210143934;9;108;25,36848905;1;74;17,38211287;33;1;26;0;ON;52
Biobio;Arauco;8202;42;43934;820243934;0;6;15,51229349;0;0;0;6;0;20;0;ON;46
Arica_y_Parinacota;Arica;15101;42;43934;1510143934;0;115;46,45488625;1;108;43,62719752;6;0;28;0;ON;54
Aysen;Aisen;11201;42;43934;1120143934;0;1;3,999680026;0;0;0;1;0;31;0;ON;57
Metropolitana;Buin;13402;42;43934;1340243934;4;36;32,83443237;2;26;23,71375672;8;0;19;0;ON;45
Nuble;Bulnes;16102;42;43934;1610243934;0;46;203,4767992;0;33;145,9724864;13;2;25;0;ON;51
Magallanes;Cabo_de_Hornos;12201;42;43934;1220143934;0;17;857,286939;0;8;403,4291478;9;1;25;0;ON;51
Biobio;Cabrero;8303;42;43934;830343934;0;7;22,7827502;0;3;9,764035801;4;0;19;0;ON;45
Antofagasta;Calama;2201;42;43934;220143934;0;20;10,50773369;0;17;8,931573638;3;0;31;0;ON;57
Los_Lagos;Calbuco;10102;42;43934;1010243934;0;5;13,60766384;0;0;0;5;1;22;0;ON;48
Valparaiso;Calera;5502;42;43934;550243934;0;9;16,79386464;0;4;7,463939841;5;0;19;0;ON;45
Metropolitana;Calera_de_Tango;13403;42;43934;1340343934;0;10;35,05696757;0;7;24,5398773;3;0;21;0;ON;47
Valparaiso;Calle_Larga;5302;42;43934;530243934;0;3;18,20167455;0;3;18,20167455;0;0;13;0;ON;39
La_Araucania;Carahue;9102;42;43934;910243934;1;15;58,85584242;0;14;54,9321196;1;0;22;0;ON;48
Valparaiso;Cartagena;5603;42;43934;560343934;0;1;3,94368419;0;1;3,94368419;0;0;10;0;ON;36
Valparaiso;Casablanca;5102;42;43934;510243934;1;3;10,28453891;0;2;6,856359273;1;0;21;0;ON;47
Los_Lagos;Castro;10201;42;43934;1020143934;0;7;14,70372004;0;6;12,60318861;1;0;19;0;ON;45
Maule;Cauquenes;7201;42;43934;720143934;0;4;9,061459348;0;3;6,796094511;1;0;17;0;ON;43
Metropolitana;Cerrillos;13102;42;43934;1310243934;0;31;34,84868924;1;24;26,97963038;6;1;20;0;ON;46
Metropolitana;Cerro_Navia;13103;42;43934;1310343934;9;58;40,71175376;0;48;33,69248587;10;0;26;0;ON;52
Los_Lagos;Chaiten;10401;42;43934;1040143934;0;1;19,92031873;0;1;19,92031873;0;0;13;0;ON;39
Biobio;Chiguayante;8103;42;43934;810343934;0;33;36,1921474;0;20;21,93463479;13;2;24;0;ON;50
Aysen;Chile_Chico;11401;42;43934;1140143934;0;1;19,52743605;0;1;19,52743605;0;0;13;0;ON;39
Nuble;Chillan;16101;42;43934;1610143934;5;361;181,750443;5;214;107,7412599;142;6;33;0;ON;59
Nuble;Chillan_Viejo;16103;42;43934;1610343934;0;45;133,0298282;0;19;56,1681497;26;3;29;0;ON;55
O_Higgins;Chimbarongo;6303;42;43934;630343934;0;2;5,305602716;0;0;0;2;0;20;0;ON;46
La_Araucania;Cholchol;9121;42;43934;912143934;0;3;24,30921319;0;3;24,30921319;0;0;5;0;ON;31
Los_Lagos;Cochamo;10103;42;43934;1010343934;0;1;24,96255617;0;1;24,96255617;0;0;3;0;ON;29
Nuble;Coelemu;16203;42;43934;1620343934;0;4;23,74591867;0;4;23,74591867;0;0;12;0;ON;38
Nuble;Coihueco;16302;42;43934;1630243934;0;10;35,24229075;0;10;35,24229075;0;0;11;0;ON;37
Maule;Colbun;7402;42;43934;740243934;0;4;17,72656769;0;2;8,863283847;2;0;27;0;ON;53
Metropolitana;Colina;13301;42;43934;1330143934;0;74;41,03064546;0;37;20,51532273;37;3;26;0;ON;52
Biobio;Concepcion;8101;42;43934;810143934;1;119;49,98067974;1;58;24,3603313;60;2;32;0;ON;58
Metropolitana;Conchali;13104;42;43934;1310443934;3;52;37,35766371;1;33;23,70774812;18;1;26;0;ON;52
Valparaiso;Concon;5103;42;43934;510343934;0;6;13,07502887;0;5;10,8958574;1;1;14;0;ON;40
Maule;Constitucion;7102;42;43934;710243934;0;5;9,930881068;0;5;9,930881068;0;0;12;0;ON;38
Atacama;Copiapo;3101;42;43934;310143934;0;8;4,657499156;0;5;2,910936972;3;0;31;0;ON;57
Coquimbo;Coquimbo;4102;42;43934;410243934;0;19;7,400627106;0;3;1,168520069;16;1;26;0;ON;52
Biobio;Coronel;8102;42;43934;810243934;0;15;11,92094032;0;4;3,17891742;11;0;25;0;ON;51
Aysen;Coihaique;11101;42;43934;1110143934;0;2;3,267439961;0;0;0;2;0;20;0;ON;46
La_Araucania;Cunco;9103;42;43934;910343934;1;6;33,23179175;1;5;27,69315979;0;0;10;0;ON;36
La_Araucania;Curacautin;9203;42;43934;920343934;0;5;27,50577621;0;5;27,50577621;0;0;13;0;ON;39
Metropolitana;Curacavi;13503;42;43934;1350343934;0;13;35,6848751;0;8;21,95992314;5;0;26;0;ON;52
Biobio;Curanilahue;8205;42;43934;820543934;0;1;2,950548802;0;0;0;1;0;17;0;ON;43
La_Araucania;Curarrehue;9104;42;43934;910443934;0;4;51,26890541;0;3;38,45167906;1;0;23;0;ON;49
Maule;Curepto;7103;42;43934;710343934;0;3;31,82686187;0;3;31,82686187;0;0;6;0;ON;32
Maule;Curico;7301;42;43934;730143934;1;20;12,22299635;0;13;7,944947624;7;2;34;0;ON;60
Atacama;Diego_de_Almagro;3202;42;43934;320243934;0;1;6,964758323;0;0;0;1;0;16;0;ON;42
Metropolitana;El_Bosque;13105;42;43934;1310543934;11;83;48,25581395;0;58;33,72093023;25;3;26;0;ON;52
Nuble;El_Carmen;16104;42;43934;1610443934;0;3;24,32300957;0;3;24,32300957;0;0;13;0;ON;39
Metropolitana;El_Monte;13602;42;43934;1360243934;0;10;24,99125306;0;8;19,99300245;2;0;20;0;ON;46
Valparaiso;El_Quisco;5604;42;43934;560443934;2;3;16,90902942;0;3;16,90902942;0;0;12;0;ON;38
Valparaiso;El_Tabo;5605;42;43934;560543934;0;3;20,92342028;0;2;13,94894685;1;0;15;0;ON;41
La_Araucania;Ercilla;9204;42;43934;920443934;0;3;35,4693781;0;3;35,4693781;0;0;10;0;ON;36
Metropolitana;Estacion_Central;13106;42;43934;1310643934;6;71;34,33401679;0;50;24,17888506;21;1;32;0;ON;58
Biobio;Florida;8104;42;43934;810443934;0;2;16,89046533;0;1;8,445232666;1;0;19;0;ON;45
La_Araucania;Freire;9105;42;43934;910543934;0;5;19,64945375;0;5;19,64945375;0;0;13;0;ON;39
Los_Lagos;Frutillar;10105;42;43934;1010543934;0;5;24,72432379;0;4;19,77945903;1;0;24;0;ON;50
Los_Rios;Futrono;14202;42;43934;1420243934;0;5;32,76325274;0;4;26,21060219;1;0;18;0;ON;44
La_Araucania;Galvarino;9106;42;43934;910643934;0;2;15,83155228;0;2;15,83155228;0;0;3;0;ON;29
La_Araucania;Gorbea;9107;42;43934;910743934;0;10;66,01531555;0;3;19,80459467;7;1;24;0;ON;50
Los_Lagos;Hualaihue;10403;42;43934;1040343934;0;3;31,49606299;0;0;0;3;2;15;0;ON;41
Biobio;Hualpen;8112;42;43934;811243934;2;64;65,79420805;0;47;48,31762154;17;3;22;0;ON;48
Biobio;Hualqui;8105;42;43934;810543934;0;6;22,89988932;0;2;7,633296439;4;0;21;0;ON;47
Metropolitana;Huechuraba;13107;42;43934;1310743934;5;48;42,65605005;0;29;25,77136357;19;1;25;0;ON;51
Coquimbo;Illapel;4201;42;43934;420143934;0;18;54,87637572;0;18;54,87637572;0;0;10;0;ON;36
Metropolitana;Independencia;13108;42;43934;1310843934;8;52;36,60296343;0;35;24,63661;17;1;25;0;ON;51
Tarapaca;Iquique;1101;42;43934;110143934;4;25;11,1875344;0;16;7,160022017;9;0;22;0;ON;48
Metropolitana;Isla_de_Maipo;13603;42;43934;1360343934;0;10;24,89357995;0;10;24,89357995;0;0;10;0;ON;36
Valparaiso;Isla_de_Pascua;5201;42;43934;520143934;0;5;60,40836052;0;3;36,24501631;2;0;21;0;ON;47
Metropolitana;La_Cisterna;13109;42;43934;1310943934;3;39;38,83147141;0;29;28,87468387;10;0;25;0;ON;51
Valparaiso;La_Cruz;5504;42;43934;550443934;2;5;19,74645551;0;4;15,79716441;1;1;14;0;ON;40
Metropolitana;La_Florida;13110;42;43934;1311043934;0;165;41,00061377;0;107;26,58827681;58;9;30;0;ON;56
Metropolitana;La_Granja;13111;42;43934;1311143934;5;46;37,53355581;0;39;31,82192776;7;1;24;0;ON;50
Valparaiso;La_Ligua;5401;42;43934;540143934;0;2;5,299557487;0;1;2,649778743;1;0;19;0;ON;45
Metropolitana;La_Pintana;13112;42;43934;1311243934;9;55;29,04904006;0;45;23,76739641;10;3;19;0;ON;45
Metropolitana;La_Reina;13113;42;43934;1311343934;0;54;53,86426206;0;28;27,92961736;26;1;24;0;ON;50
Coquimbo;La_Serena;4101;42;43934;410143934;0;12;4,806613901;0;10;4,005511584;2;0;15;0;ON;41
Los_Rios;La_Union;14201;42;43934;1420143934;0;21;53,11346047;0;11;27,82133644;10;2;22;0;ON;48
Los_Rios;Lago_Ranco;14203;42;43934;1420343934;0;2;19,43256899;0;1;9,716284493;1;0;18;0;ON;44
Biobio;Laja;8304;42;43934;830443934;1;7;29,32182801;0;6;25,13299543;1;0;16;0;ON;42
Metropolitana;Lampa;13302;42;43934;1330243934;0;37;29,15727592;0;27;21,27693108;10;0;23;0;ON;49
Los_Rios;Lanco;14103;42;43934;1410343934;0;2;11,33016089;0;1;5,665080444;1;1;14;0;ON;40
Metropolitana;Las_Condes;13114;42;43934;1311443934;7;296;89,49114007;0;94;28,41948367;202;14;37;0;ON;63
La_Araucania;Lautaro;9108;42;43934;910843934;0;23;56,44725863;0;15;36,81342954;8;5;16;0;ON;42
Valparaiso;Limache;5802;42;43934;580243934;1;7;14,0193467;0;5;10,01381907;2;0;20;0;ON;46
Maule;Linares;7401;42;43934;740143934;0;13;12,86199084;0;8;7,915071285;5;2;23;0;ON;49
Valparaiso;Llaillay;5703;42;43934;570343934;0;2;7,537783138;0;2;7,537783138;0;0;12;0;ON;38
Metropolitana;Lo_Barnechea;13115;42;43934;1311543934;3;116;93,49108611;0;40;32,23830555;76;4;18;0;ON;44
Metropolitana;Lo_Espejo;13116;42;43934;1311643934;8;48;46,21383527;0;42;40,43710586;6;1;23;0;ON;49
Metropolitana;Lo_Prado;13117;42;43934;1311743934;0;43;41,18655594;0;26;24,90349894;17;2;23;0;ON;49
La_Araucania;Loncoche;9109;42;43934;910943934;1;7;28,29540402;0;7;28,29540402;0;0;13;0;ON;39
Maule;Longavi;7403;42;43934;740343934;0;2;6,09570253;1;0;0;1;0;22;0;ON;48
Valparaiso;Los_Andes;5301;42;43934;530143934;0;6;8,811478419;0;5;7,342898683;1;0;21;0;ON;47
Biobio;Los_Angeles;8301;42;43934;830143934;0;23;10,52559321;0;12;5,491613848;11;0;36;0;ON;62
Los_Lagos;Los_Muermos;10106;42;43934;1010643934;0;1;5,612617163;0;0;0;1;0;19;0;ON;45
Coquimbo;Los_Vilos;4203;42;43934;420343934;0;1;4,278257893;0;0;0;1;0;19;0;ON;45
Biobio;Lota;8106;42;43934;810643934;0;1;2,18579235;0;0;0;1;0;24;0;ON;50
O_Higgins;Machali;6108;42;43934;610843934;0;8;13,35269474;0;2;3,338173685;6;0;27;0;ON;53
Metropolitana;Macul;13118;42;43934;1311843934;3;48;35,65194786;0;39;28,96720764;9;2;23;0;ON;49
Los_Rios;Mafil;14105;42;43934;1410543934;0;1;13,53363107;0;0;0;1;0;23;0;ON;49
Metropolitana;Maipu;13119;42;43934;1311943934;0;208;35,94853138;2;148;25,57876271;58;10;27;0;ON;53
Antofagasta;Maria_Elena;2302;42;43934;230243934;1;1;14,67566774;0;1;14,67566774;0;0;1;0;START;27
Metropolitana;Maria_Pinto;13504;42;43934;1350443934;0;1;6,699718612;0;0;0;1;0;19;0;ON;45
Los_Rios;Mariquina;14106;42;43934;1410643934;0;8;34,40860215;0;6;25,80645161;2;1;16;0;ON;42
Maule;Maule;7105;42;43934;710543934;0;5;8,333333333;0;2;3,333333333;3;0;18;0;ON;44
Los_Lagos;Maullin;10108;42;43934;1010843934;0;1;6,714113066;0;1;6,714113066;0;0;4;0;ON;30
Antofagasta;Mejillones;2102;42;43934;210243934;3;11;74,44504602;0;11;74,44504602;0;0;12;0;ON;38
Metropolitana;Melipilla;13501;42;43934;1350143934;0;17;12,00463238;0;9;6,355393611;8;1;21;0;ON;47
Maule;Molina;7304;42;43934;730443934;0;3;6,024096386;1;0;0;2;1;15;0;ON;41
Biobio;Mulchen;8305;42;43934;830543934;0;5;16,10772849;0;0;0;5;0;19;0;ON;45
Biobio;Nacimiento;8306;42;43934;830643934;0;8;28,62868594;0;4;14,31434297;4;0;27;0;ON;53
Magallanes;Natales;12401;42;43934;1240143934;0;5;21,0243041;0;3;12,61458246;2;0;17;0;ON;43
Biobio;Negrete;8307;42;43934;830743934;0;2;19,17729408;0;2;19,17729408;0;0;7;0;ON;33
Nuble;Ninhue;16204;42;43934;1620443934;0;1;18,4706317;0;1;18,4706317;0;0;4;0;ON;30
Nuble;Niquen;16303;42;43934;1630343934;0;2;17,290568;0;2;17,290568;0;0;6;0;ON;32
La_Araucania;Nueva_Imperial;9111;42;43934;911143934;1;30;88,81783462;2;25;74,01486218;3;0;22;0;ON;48
Metropolitana;NuNoa;13120;42;43934;1312043934;9;171;68,34750911;0;89;35,57268018;82;11;34;0;ON;60
O_Higgins;Olivar;6111;42;43934;611143934;1;5;34,19037199;0;5;34,19037199;0;0;13;0;ON;39
Valparaiso;Olmue;5803;42;43934;580343934;0;1;5,19049102;0;1;5,19049102;0;0;2;0;ON;28
Los_Lagos;Osorno;10301;42;43934;1030143934;5;233;134,3636468;5;137;79,00351767;91;17;27;0;ON;53
Coquimbo;Ovalle;4301;42;43934;430143934;0;8;6,596904403;0;4;3,298452201;4;0;21;0;ON;47
Metropolitana;Padre_Hurtado;13604;42;43934;1360443934;3;25;33,69817221;0;23;31,00231843;2;1;22;0;ON;48
La_Araucania;Padre_las_Casas;9112;42;43934;911243934;1;52;63,3296797;3;30;36,53635367;19;3;22;0;ON;48
Los_Rios;Paillaco;14107;42;43934;1410743934;0;1;4,80815463;0;0;0;1;1;14;0;ON;40
Metropolitana;Paine;13404;42;43934;1340443934;0;8;9,665804799;0;6;7,249353599;2;0;25;0;ON;51
Maule;Parral;7404;42;43934;740443934;0;6;13,46982759;0;3;6,734913793;3;1;16;0;ON;42
Metropolitana;Pedro_Aguirre_Cerda;13121;42;43934;1312143934;10;54;50,09137037;0;42;38,95995473;12;1;21;0;ON;47
Maule;Pelarco;7106;42;43934;710643934;0;3;33,028735;0;3;33,028735;0;0;3;0;ON;29
Maule;Pelluhue;7203;42;43934;720343934;0;1;12,35788433;0;0;0;1;0;17;0;ON;43
Nuble;Pemuco;16105;42;43934;1610543934;0;3;34,72624146;0;3;34,72624146;0;0;8;0;ON;34
Metropolitana;PeNaflor;13605;42;43934;1360543934;2;25;24,73826911;0;13;12,86389994;12;1;21;0;ON;47
Metropolitana;PeNalolen;13122;42;43934;1312243934;0;131;49,10081785;0;87;32,6089401;44;10;21;0;ON;47
Biobio;Penco;8107;42;43934;810743934;1;10;20,05414619;0;10;20,05414619;0;0;13;0;ON;39
La_Araucania;Perquenco;9113;42;43934;911343934;0;3;41,53398865;0;3;41,53398865;0;0;3;0;ON;29
Valparaiso;Petorca;5404;42;43934;540443934;0;6;56,82894488;0;5;47,35745406;1;0;16;0;ON;42
O_Higgins;Peumo;6112;42;43934;611243934;0;1;6,688068486;0;1;6,688068486;0;0;10;0;ON;36
Tarapaca;Pica;1405;42;43934;140543934;2;11;184,6257133;0;11;184,6257133;0;0;10;0;ON;36
Nuble;Pinto;16106;42;43934;1610643934;0;8;67,34006734;0;8;67,34006734;0;0;12;0;ON;38
Metropolitana;Pirque;13202;42;43934;1320243934;0;10;32,85906746;0;9;29,57316071;1;0;17;0;ON;43
La_Araucania;Pitrufquen;9114;42;43934;911443934;1;17;65,14408338;0;10;38,32004905;7;1;22;0;ON;48
O_Higgins;Placilla;6308;42;43934;630843934;0;1;10,91226539;0;0;0;1;0;25;0;ON;51
Magallanes;Porvenir;12301;42;43934;1230143934;0;4;54,6224225;0;4;54,6224225;0;0;13;0;ON;39
Tarapaca;Pozo_Almonte;1401;42;43934;140143934;0;2;11,49755677;0;2;11,49755677;0;0;9;0;ON;35
Metropolitana;Providencia;13123;42;43934;1312343934;4;136;86,21290785;0;50;31,695922;86;2;40;0;ON;66
La_Araucania;Pucon;9115;42;43934;911543934;1;7;23,50413001;0;5;16,78866429;2;0;22;0;ON;48
Metropolitana;Pudahuel;13124;42;43934;1312443934;0;78;30,81311058;0;54;21,33215348;24;3;21;0;ON;47
Metropolitana;Puente_Alto;13201;42;43934;1320143934;60;309;47,83955635;0;288;44,58832436;21;6;25;0;ON;51
Los_Lagos;Puerto_Montt;10101;42;43934;1010143934;3;69;25,61266231;0;37;13,73432616;32;2;38;0;ON;64
Los_Lagos;Puerto_Octay;10302;42;43934;1030243934;0;1;10,87902524;0;0;0;1;0;16;0;ON;42
Los_Lagos;Puerto_Varas;10109;42;43934;1010943934;1;6;12,34060058;0;5;10,28383381;1;0;27;0;ON;53
Magallanes;Punta_Arenas;12101;42;43934;1210143934;19;388;273,2702276;5;329;231,7162497;54;19;28;1;ON;54
La_Araucania;Puren;9208;42;43934;920843934;0;2;16,4095832;0;2;16,4095832;0;0;3;0;ON;29
Los_Lagos;Purranque;10303;42;43934;1030343934;0;16;75,90132827;0;16;75,90132827;0;0;12;0;ON;38
Valparaiso;Putaendo;5705;42;43934;570543934;0;2;11,33465571;0;0;0;2;0;19;0;ON;45
Los_Lagos;Puyehue;10304;42;43934;1030443934;0;1;8,483922966;0;0;0;1;0;22;0;ON;48
Metropolitana;Quilicura;13125;42;43934;1312543934;8;94;36,90703354;0;67;26,3060771;27;6;21;0;ON;47
Nuble;Quillon;16107;42;43934;1610743934;0;24;127,815945;0;15;79,88496565;9;0;23;0;ON;49
Valparaiso;Quillota;5501;42;43934;550143934;2;19;19,47279957;0;8;8,199073505;11;2;27;0;ON;53
Valparaiso;Quilpue;5801;42;43934;580143934;1;19;11,37145764;0;10;5,984977706;9;0;25;0;ON;51
Los_Lagos;Quinchao;10210;42;43934;1021043934;0;1;12,05109665;0;0;0;1;0;19;0;ON;45
O_Higgins;Quinta_de_Tilcoco;6114;42;43934;611443934;0;1;7,20616848;0;0;0;1;0;20;0;ON;46
Metropolitana;Quinta_Normal;13126;42;43934;1312643934;9;84;61,59802886;0;60;43,99859205;24;1;20;0;ON;46
Valparaiso;Quintero;5107;42;43934;510743934;0;4;11,06960011;0;1;2,767400028;3;0;21;0;ON;47
Nuble;Quirihue;16201;42;43934;1620143934;0;3;24,60629921;1;2;16,40419948;0;0;8;0;ON;34
O_Higgins;Rancagua;6101;42;43934;610143934;0;15;5,655874002;0;9;3,393524401;6;1;25;0;ON;51
Nuble;Ranquil;16206;42;43934;1620643934;0;9;143,7470053;0;8;127,7751158;1;0;23;0;ON;49
Maule;Rauco;7305;42;43934;730543934;0;2;17,78093883;0;2;17,78093883;0;0;12;0;ON;38
Metropolitana;Recoleta;13127;42;43934;1312743934;0;73;38,40589241;0;58;30,51427068;15;2;29;0;ON;55
La_Araucania;Renaico;9209;42;43934;920943934;0;2;18,46210653;0;2;18,46210653;0;0;3;0;ON;29
Metropolitana;Renca;13128;42;43934;1312843934;6;44;27,35518847;1;31;19,2729737;12;0;26;0;ON;52
O_Higgins;Rengo;6115;42;43934;611543934;0;1;1,569612306;0;0;0;1;1;14;0;ON;40
O_Higgins;Requinoa;6116;42;43934;611643934;0;1;3,292614665;0;0;0;1;0;27;0;ON;53
Maule;Retiro;7405;42;43934;740543934;1;1;4,745859238;0;1;4,745859238;0;0;1;0;START;27
Valparaiso;Rinconada;5303;42;43934;530343934;0;2;17,75725828;0;2;17,75725828;0;0;7;0;ON;33
Los_Rios;Rio_Bueno;14204;42;43934;1420443934;0;3;9,111617312;0;3;9,111617312;0;0;9;0;ON;35
Maule;Rio_Claro;7108;42;43934;710843934;0;3;20,33484715;0;2;13,55656477;1;0;26;0;ON;52
Coquimbo;Rio_Hurtado;4305;42;43934;430543934;0;1;22,87282708;0;0;0;1;0;18;0;ON;44
Los_Lagos;Rio_Negro;10305;42;43934;1030543934;0;2;14,01050788;0;1;7,00525394;1;0;17;0;ON;43
Maule;Romeral;7306;42;43934;730643934;0;3;18,5528757;1;0;0;2;0;17;0;ON;43
Maule;Sagrada_Familia;7307;42;43934;730743934;0;1;5,136370641;0;1;5,136370641;0;0;10;0;ON;36
Coquimbo;Salamanca;4204;42;43934;420443934;0;6;20,61147372;0;4;13,74098248;2;0;25;0;ON;51
Valparaiso;San_Antonio;5601;42;43934;560143934;3;17;17,56906192;0;15;15,50211345;2;0;20;0;ON;46
Metropolitana;San_Bernardo;13401;42;43934;1340143934;0;140;41,8115137;0;101;30,1640206;39;2;27;0;ON;53
Nuble;San_Carlos;16301;42;43934;1630143934;0;31;55,10915167;0;18;31,99886226;13;0;23;0;ON;49
Nuble;San_Fabian;16304;42;43934;1630443934;0;6;128,921358;0;2;42,97378599;4;1;17;0;ON;43
Valparaiso;San_Felipe;5701;42;43934;570143934;0;5;5,98845426;0;2;2,395381704;3;0;23;0;ON;49
O_Higgins;San_Fernando;6301;42;43934;630143934;0;3;3,814755474;0;0;0;3;0;26;0;ON;52
Nuble;San_Ignacio;16108;42;43934;1610843934;0;4;24,06159769;0;4;24,06159769;0;0;12;0;ON;38
Maule;San_Javier;7406;42;43934;740643934;0;9;18,19983418;0;8;16,17763038;1;1;14;0;ON;40
Metropolitana;San_Joaquin;13129;42;43934;1312943934;2;58;56,04677006;1;35;33,82132676;22;4;22;0;ON;48
Metropolitana;San_Jose_de_Maipo;13203;42;43934;1320343934;0;4;21,45462347;0;4;21,45462347;0;0;4;0;ON;30
Los_Lagos;San_Juan_de_La_Costa;10306;42;43934;1030643934;0;14;183,2700615;0;14;183,2700615;0;0;10;0;ON;36
Metropolitana;San_Miguel;13130;42;43934;1313043934;9;86;64,63298236;0;55;41,33504686;31;1;28;0;ON;54
Nuble;San_Nicolas;16305;42;43934;1630543934;0;12;98,5869208;1;11;90,37134407;0;0;13;0;ON;39
Los_Lagos;San_Pablo;10307;42;43934;1030743934;0;4;37,90391358;0;2;18,95195679;2;0;18;0;ON;44
Antofagasta;San_Pedro_de_Atacama;2203;42;43934;220343934;0;3;28,75215641;0;2;19,16810427;1;0;16;0;ON;42
Biobio;San_Pedro_de_la_Paz;8108;42;43934;810843934;0;69;47,29072142;0;26;17,81969213;43;0;27;0;ON;53
Maule;San_Rafael;7110;42;43934;711043934;1;2;20,08233758;0;2;20,08233758;0;0;11;0;ON;37
Metropolitana;San_Ramon;13131;42;43934;1313143934;0;20;23,1187146;0;15;17,33903595;5;2;15;0;ON;41
O_Higgins;San_Vicente;6117;42;43934;611743934;0;4;7,902483355;0;4;7,902483355;0;0;13;0;ON;39
Biobio;Santa_Barbara;8311;42;43934;831143934;0;2;13,70614035;0;1;6,853070175;1;0;16;0;ON;42
O_Higgins;Santa_Cruz;6310;42;43934;631043934;0;1;2,433326844;0;1;2,433326844;0;0;10;0;ON;36
Valparaiso;Santa_Maria;5706;42;43934;570643934;0;2;12,21971039;0;1;6,109855196;1;0;16;0;ON;42
Metropolitana;Santiago;13101;42;43934;1310143934;0;375;74,5309025;4;239;47,50102853;132;18;31;0;ON;57
Valparaiso;Santo_Domingo;5606;42;43934;560643934;1;6;50,27652086;0;4;33,51768058;2;0;25;0;ON;51
Metropolitana;Talagante;13601;42;43934;1360143934;0;22;26,88237738;0;16;19,55081991;6;2;22;0;ON;48
Maule;Talca;7101;42;43934;710143934;0;52;21,96650952;0;17;7,181358882;35;1;42;0;ON;68
Biobio;Talcahuano;8110;42;43934;811043934;5;75;47,36493101;1;36;22,73516688;38;5;29;0;ON;55
Antofagasta;Taltal;2104;42;43934;210443934;0;3;21,96675697;0;1;7,322252325;2;1;15;0;ON;41
La_Araucania;Temuco;9101;42;43934;910143934;10;478;157,7917083;8;239;78,89585417;231;35;29;0;ON;55
Maule;Teno;7308;42;43934;730843934;0;1;3,241491086;0;1;3,241491086;0;0;6;0;ON;32
La_Araucania;Teodoro_Schmidt;9117;42;43934;911743934;0;5;31,67363487;0;3;19,00418092;2;1;15;0;ON;41
Atacama;Tierra_Amarilla;3103;42;43934;310343934;0;4;27,94857462;0;4;27,94857462;0;0;7;0;ON;33
Metropolitana;Tiltil;13303;42;43934;1330343934;0;4;18,62457513;0;4;18,62457513;0;0;8;0;ON;34
Biobio;Tirua;8207;42;43934;820743934;0;4;36,30093475;0;4;36,30093475;0;0;13;0;ON;39
